7, 2000, 0, 0, 0, 0, 616, 120000, 1587, 1840
1, 1000, 0, 0, 0, 0, 88, 60000, 1597, 1658
1, 1000, 0, 0, 0, 0, 88, 60000, 1706, 1646
1, 1000, 0, 0, 0, 0, 88, 60000, 1914, 1683
2, 1001, 0, 0, 0, 0, 130, 60042, 1810, 1793
1, 1000, 0, 0, 0, 0, 88, 60000, 2535, 1722
1, 1000, 0, 0, 0, 0, 88, 60000, 1711, 1629
1, 1000, 0, 0, 0, 0, 88, 60000, 4102, 2152
1, 1000, 0, 0, 0, 0, 88, 60000, 3568, 1744
1, 1000, 0, 0, 0, 0, 88, 60000, 2370, 1817
1, 1000, 0, 0, 0, 0, 88, 60000, 1542, 1567
1, 1000, 0, 0, 0, 0, 88, 60000, 1574, 1615
1, 1000, 0, 0, 0, 0, 88, 60000, 1649, 1658
1, 1000, 0, 0, 0, 0, 88, 60000, 1882, 1777
1, 1000, 0, 0, 0, 0, 88, 60000, 1807, 1718
1, 1000, 0, 0, 0, 0, 88, 60000, 2483, 1758
1, 1000, 0, 0, 0, 0, 88, 60000, 1978, 1644
1, 1000, 0, 0, 0, 0, 88, 60000, 7118, 2706
1, 1000, 0, 0, 0, 0, 88, 60000, 1947, 1715
1, 1000, 0, 0, 0, 0, 88, 60000, 1866, 1736
1, 1000, 0, 0, 0, 0, 88, 60000, 1537, 1623
1, 1000, 0, 0, 0, 0, 88, 60000, 1636, 1620
1, 1000, 0, 0, 0, 0, 88, 60000, 1713, 1722
1, 1000, 0, 0, 0, 0, 88, 60000, 1937, 1736
1, 1000, 0, 0, 0, 0, 88, 60000, 2581, 1717
1, 1000, 0, 0, 0, 0, 88, 60000, 2370, 1821
1, 1000, 0, 0, 0, 0, 88, 60000, 1807, 1563
1, 1000, 0, 0, 0, 0, 88, 60000, 6799, 2477
1, 1000, 0, 0, 0, 0, 88, 60000, 1910, 1824
1, 1000, 0, 0, 0, 0, 88, 60000, 1850, 1795
1, 1000, 0, 0, 0, 0, 88, 60000, 1596, 1661
1, 1000, 0, 0, 0, 0, 88, 60000, 1734, 1640
1, 1000, 0, 0, 0, 0, 88, 60000, 1926, 1803
1, 1000, 0, 0, 0, 0, 88, 60000, 2083, 1806
1, 1000, 0, 0, 0, 0, 88, 60000, 2750, 1911
1, 1000, 0, 0, 0, 0, 88, 60000, 1580, 1620
1, 1000, 0, 0, 0, 0, 88, 60000, 2059, 1732
1, 1000, 0, 0, 0, 0, 88, 60000, 6759, 2417
1, 1541, 0, 0, 0, 0, 88, 60000, 2597, 1836
1, 1000, 0, 0, 0, 0, 88, 60000, 1710, 1664
1, 1000, 0, 0, 0, 0, 88, 60000, 1816, 1701
1, 1000, 0, 0, 0, 0, 88, 60000, 1623, 1617
1, 1000, 0, 0, 0, 0, 88, 60000, 2213, 1794
1, 1000, 0, 0, 0, 0, 88, 60000, 1849, 1735
1, 1000, 0, 0, 0, 0, 88, 60000, 2752, 1897
1, 1000, 0, 0, 0, 0, 88, 60000, 1605, 1611
1, 1000, 0, 0, 0, 0, 88, 60000, 5615, 2105
1, 1000, 0, 0, 0, 0, 88, 60000, 2015, 1700
1, 1000, 0, 0, 0, 0, 88, 60000, 2131, 1820
1, 1000, 0, 0, 0, 0, 88, 60000, 1926, 1721
1, 1000, 0, 0, 0, 0, 88, 60000, 1660, 1641
1, 1000, 0, 0, 0, 0, 88, 60000, 1813, 1683
1, 1000, 0, 0, 0, 0, 88, 60000, 1718, 1661
1, 1000, 0, 0, 0, 0, 88, 60000, 2502, 1770
2, 1001, 0, 0, 0, 0, 130, 60042, 2535, 1818
1, 1000, 0, 0, 0, 0, 88, 60000, 1944, 1741
1, 1000, 0, 0, 0, 0, 88, 60000, 7135, 2483
1, 1000, 0, 0, 0, 0, 88, 60000, 1822, 1745
1, 1000, 0, 0, 0, 0, 88, 60000, 2005, 1795
1, 1000, 0, 0, 0, 0, 88, 60000, 1753, 1746
1, 1000, 0, 0, 0, 0, 88, 60000, 1850, 1789
1, 1000, 0, 0, 0, 0, 88, 60000, 1771, 1650
1, 1000, 0, 0, 0, 0, 88, 60000, 1984, 1833
1, 1000, 0, 0, 0, 0, 88, 60000, 1596, 1623
1, 1000, 0, 0, 0, 0, 88, 60000, 2527, 1807
1, 1000, 0, 0, 0, 0, 88, 60000, 1893, 1691
1, 1000, 0, 0, 0, 0, 88, 60000, 6796, 2453
1, 1000, 0, 0, 0, 0, 88, 60000, 1862, 1807
1, 1000, 0, 0, 0, 0, 88, 60000, 2439, 1787
1, 1000, 0, 0, 0, 0, 88, 60000, 1566, 1651
1, 1000, 0, 0, 0, 0, 88, 60000, 1683, 1739
1, 1000, 0, 0, 0, 0, 88, 60000, 1976, 1738
1, 1000, 0, 0, 0, 0, 88, 60000, 1852, 1791
1, 1000, 0, 0, 0, 0, 88, 60000, 1586, 1625
1, 1000, 0, 0, 0, 0, 88, 60000, 2270, 1671
1, 1000, 0, 0, 0, 0, 88, 60000, 1775, 1639
1, 1000, 0, 0, 0, 0, 88, 60000, 6571, 2412
1, 1000, 0, 0, 0, 0, 88, 60000, 2013, 1823
2, 2000, 0, 0, 0, 0, 88, 93120, 1614, 1623
1, 1000, 0, 0, 0, 0, 88, 60000, 1847, 1669
1, 1000, 0, 0, 0, 0, 88, 60000, 1856, 1752
1, 1000, 0, 0, 0, 0, 88, 60000, 2000, 1727
1, 1000, 0, 0, 0, 0, 88, 60000, 2719, 1884
1, 1000, 0, 0, 0, 0, 88, 60000, 2245, 1741
1, 1000, 0, 0, 0, 0, 88, 60000, 1573, 1645
1, 1000, 0, 0, 0, 0, 88, 60000, 3979, 1883
1, 1000, 0, 0, 0, 0, 88, 60000, 4026, 1792
1, 1000, 0, 0, 0, 0, 88, 60000, 2021, 1798
1, 1000, 0, 0, 0, 0, 88, 60000, 1653, 1596
1, 1000, 0, 0, 0, 0, 88, 60000, 1851, 1643
1, 1000, 0, 0, 0, 0, 88, 60000, 1926, 1770
1, 1000, 0, 0, 0, 0, 88, 60000, 1821, 1725
1, 1000, 0, 0, 0, 0, 88, 60000, 1667, 1637
1, 1000, 0, 0, 0, 0, 88, 60000, 2667, 1912
1, 1000, 0, 0, 0, 0, 88, 60000, 1847, 1712
1, 1000, 0, 0, 0, 0, 88, 60000, 6869, 2510
1, 1000, 0, 0, 0, 0, 88, 60000, 1832, 1773
1, 1000, 0, 0, 0, 0, 88, 60000, 2466, 1895
1, 1000, 0, 0, 0, 0, 88, 60000, 1609, 1621
1, 1000, 0, 0, 0, 0, 88, 60000, 1669, 1697
1, 1000, 0, 0, 0, 0, 88, 60000, 1971, 1777
1, 1000, 0, 0, 0, 0, 88, 60000, 2153, 1856
1, 1000, 0, 0, 0, 0, 88, 60000, 1653, 1632
1, 1000, 0, 0, 0, 0, 88, 60000, 2627, 1802
2, 1001, 0, 0, 0, 0, 130, 60042, 1928, 1666
1, 1000, 0, 0, 0, 0, 88, 60000, 7264, 2596
1, 1000, 0, 0, 0, 0, 88, 60000, 1933, 1778
1, 1000, 0, 0, 0, 0, 88, 60000, 1816, 1781
1, 1000, 0, 0, 0, 0, 88, 60000, 1735, 1709
1, 1000, 0, 0, 0, 0, 88, 60000, 1844, 1676
1, 1000, 0, 0, 0, 0, 88, 60000, 2104, 1814
1, 1000, 0, 0, 0, 0, 88, 60000, 2004, 1828
1, 1000, 0, 0, 0, 0, 88, 60000, 2872, 1900
1, 1000, 0, 0, 0, 0, 88, 60000, 2492, 1841
1, 1000, 0, 0, 0, 0, 88, 60000, 1916, 1704
1, 1000, 0, 0, 0, 0, 88, 60000, 6786, 2374
1, 1000, 0, 0, 0, 0, 88, 60000, 2006, 1813
0, 0, 0, 0, 0, 0, 0, 0, 2028, 764
0, 0, 0, 0, 0, 0, 0, 0, 1642, 619
0, 0, 0, 0, 0, 0, 0, 0, 1471, 554
0, 0, 0, 0, 0, 0, 0, 0, 2080, 803
0, 0, 0, 0, 0, 0, 0, 0, 2021, 894
0, 0, 0, 0, 0, 0, 0, 0, 2833, 897
0, 0, 0, 0, 0, 0, 0, 0, 1661, 674
0, 0, 0, 0, 0, 0, 0, 0, 3369, 918
0, 0, 0, 0, 0, 0, 0, 0, 4900, 878
