7, 153740, 0, 0, 0, 0, 616, 9258420, 2097, 155169
1, 155183, 0, 0, 0, 0, 88, 9313020, 2220, 156023
1, 154892, 0, 0, 0, 0, 88, 9295140, 8784, 156781
1, 155317, 0, 0, 0, 0, 88, 9319260, 2217, 156153
1, 155026, 0, 0, 0, 0, 88, 9304080, 2342, 155877
2, 156318, 0, 0, 0, 0, 130, 9380640, 2008, 156972
1, 156345, 0, 0, 0, 0, 88, 9381960, 2288, 157202
1, 155237, 0, 0, 0, 0, 88, 9314940, 2460, 156099
1, 153335, 0, 0, 0, 0, 88, 9200580, 2986, 154119
1, 152301, 0, 0, 0, 0, 88, 9141420, 2993, 153235
1, 152008, 0, 0, 0, 0, 88, 9124380, 2393, 152858
1, 154215, 0, 0, 0, 0, 88, 9254820, 2015, 155022
1, 154852, 0, 0, 0, 0, 88, 9293880, 7815, 156341
1, 154892, 0, 0, 0, 0, 88, 9295320, 2777, 155818
1, 154534, 0, 0, 0, 0, 88, 9274980, 1944, 155327
1, 153936, 0, 0, 0, 0, 88, 9237720, 2173, 154676
1, 154002, 0, 0, 0, 0, 88, 9240840, 2026, 154803
1, 153917, 0, 0, 0, 0, 88, 9237660, 2145, 154879
1, 153713, 0, 0, 0, 0, 88, 9224100, 3097, 154668
1, 153780, 0, 0, 0, 0, 88, 9229980, 2544, 154644
1, 154887, 0, 0, 0, 0, 88, 9294180, 2139, 155689
1, 154455, 0, 0, 0, 0, 88, 9269460, 7270, 155966
1, 154713, 0, 0, 0, 0, 88, 9283860, 2696, 155607
1, 155190, 0, 0, 0, 0, 88, 9312120, 3251, 156277
1, 155049, 0, 0, 0, 0, 88, 9303000, 2558, 155759
1, 155197, 0, 0, 0, 0, 88, 9312660, 1920, 155875
1, 154383, 0, 0, 0, 0, 88, 9264300, 1969, 155150
1, 154361, 0, 0, 0, 0, 88, 9261300, 3083, 155225
1, 153326, 0, 0, 0, 0, 88, 9201960, 2716, 154334
2, 153767, 0, 0, 0, 0, 130, 9226482, 2072, 154621
1, 154430, 0, 0, 0, 0, 88, 9264480, 1894, 155099
1, 155079, 0, 0, 0, 0, 88, 9304920, 7785, 156840
1, 154960, 0, 0, 0, 0, 88, 9299700, 2843, 155810
1, 155338, 0, 0, 0, 0, 88, 9321420, 2054, 156210
1, 155168, 0, 0, 0, 0, 88, 9311460, 2464, 155990
1, 154756, 0, 0, 0, 0, 88, 9290820, 2357, 155786
